Species	Strains	Abbreviation	Accession	Genome_size	GC content (%)	Complete 	Download	Reference	Reference_link	Note.
Fusarium graminearum	23-4	NeFg23-4	MT036702.1	95423	31.81	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036702.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium graminearum	17-98	NeFg17-98	MT036701.1	95005	31.85	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036701.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium graminearum	16-521-z	NeFg16-521-z	MT036700.1	96174	31.82	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036700.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium graminearum	16-462-z	NeFg16-462-z	MT036699.1	97889	31.88	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036699.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium graminearum	16-390-z	NeFg16-390-z	MT036698.1	95035	31.87	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036698.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium graminearum	16-92-z	NeFg16-92-z	MT036697.1	95036	31.87	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036697.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium graminearum	16-43-tp	16-43-tp	MT036696.1	99072	31.72	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036696.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium graminearum	16-21-z	NeFg16-21-z	MT036695.1	97901	31.77	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036695.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium graminearum	14C1	NeFg14C1	MT036694.1	95044	31.88	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036694.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium graminearum	10F1	NeFg10F1	MT036693.1	97904	31.77	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036693.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium graminearum	09-53b	NeFg09-53b	MT036692.1	96743	31.8	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036692.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium graminearum	09-21a	NeFg09-21a	MT036691.1	97975	31.82	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036691.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium graminearum	09-13a	NeFg09-13a	MT036690.1	96191	31.84	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036690.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium graminearum	09-5a	NeFg09-5a	MT036689.1	96195	31.84	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036689.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium graminearum	09-04A	NeFg09-04A	MT036688.1	96195	31.84	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036688.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium graminearum	90-03A	NeFg90-03A	MT036687.1	94935	31.72	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036687.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium graminearum	3-2	NeFg3-2	MT036686.1	96704	31.77	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036686.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium graminearum	2t_275-1	NeFg2t_275-1	MT036685.1	95042	31.88	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036685.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium graminearum	N21 	NeFgN21	MT036684.1	97876	31.76	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036684.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium graminearum	N42	NeFgN42	MT036683.1	95037	31.88	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036683.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium graminearum	N51	NeFgN51	MT036682.1	96162	31.81	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036682.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium graminearum	N61	NeFgN61	MT036681.1	96195	31.84	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036681.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium graminearum	Fg820	NeFgFg820	MT036680.1	96742	31.8	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036680.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium graminearum	104.09	NeFgCBS104.09	KR011238.1	97460	31.76	Y	https://www.ncbi.nlm.nih.gov/nuccore/KR011238.1	Brankovics B, Kulik T, Sawicki J, et al. First steps towards mitochondrial pan-genomics: detailed analysis of Fusarium graminearum mitogenomes. PeerJ. 2018,6:e5963.	https://doi.org/10.7717/peerj.5963	 --
Fusarium graminearum	CBS 139513	NeFgCBS139513	KP966561.1	95041	31.88	Y	https://www.ncbi.nlm.nih.gov/nuccore/KP966561.1	Brankovics B, Kulik T, Sawicki J, et al. First steps towards mitochondrial pan-genomics: detailed analysis of Fusarium graminearum mitogenomes. PeerJ. 2018,6:e5963.	https://doi.org/10.7717/peerj.5963	 --
Fusarium graminearum	CBS 139514	NeFgCBS139514	KP966560.1	96167	31.82	Y	https://www.ncbi.nlm.nih.gov/nuccore/KP966560.1	Brankovics B, Kulik T, Sawicki J, et al. First steps towards mitochondrial pan-genomics: detailed analysis of Fusarium graminearum mitogenomes. PeerJ. 2018,6:e5963.	https://doi.org/10.7717/peerj.5963	 --
Fusarium graminearum	CBS 138563	NeFgCBS138563	KP966559.1	95035	31.87	Y	https://www.ncbi.nlm.nih.gov/nuccore/KP966559.1	Brankovics B, Kulik T, Sawicki J, et al. First steps towards mitochondrial pan-genomics: detailed analysis of Fusarium graminearum mitogenomes. PeerJ. 2018,6:e5963.	https://doi.org/10.7717/peerj.5963	 --
Fusarium graminearum	CBS 138562	NeFgCBS138562	KP966558.1	99068	31.72	Y	https://www.ncbi.nlm.nih.gov/nuccore/KP966558.1	Brankovics B, Kulik T, Sawicki J, et al. First steps towards mitochondrial pan-genomics: detailed analysis of Fusarium graminearum mitogenomes. PeerJ. 2018,6:e5963.	https://doi.org/10.7717/peerj.5963	 --
Fusarium graminearum	CBS 138561	NeFgCBS138561	KP966557.1	99062	31.72	Y	https://www.ncbi.nlm.nih.gov/nuccore/KP966557.1	Brankovics B, Kulik T, Sawicki J, et al. First steps towards mitochondrial pan-genomics: detailed analysis of Fusarium graminearum mitogenomes. PeerJ. 2018,6:e5963.	https://doi.org/10.7717/peerj.5963	 --
Fusarium graminearum	CBS 128539	NeFgCBS128539	KP966556.1	95034	31.87	Y	https://www.ncbi.nlm.nih.gov/nuccore/KP966556.1	Brankovics B, Kulik T, Sawicki J, et al. First steps towards mitochondrial pan-genomics: detailed analysis of Fusarium graminearum mitogenomes. PeerJ. 2018,6:e5963.	https://doi.org/10.7717/peerj.5963	 --
Fusarium graminearum	CBS 123688	NeFgCBS123688	KP966555.1	96134	31.84	Y	https://www.ncbi.nlm.nih.gov/nuccore/KP966555.1	Brankovics B, Kulik T, Sawicki J, et al. First steps towards mitochondrial pan-genomics: detailed analysis of Fusarium graminearum mitogenomes. PeerJ. 2018,6:e5963.	https://doi.org/10.7717/peerj.5963	 --
Fusarium graminearum	CBS 119800	NeFgCBS119800	KP966554.1	97462	31.76	Y	https://www.ncbi.nlm.nih.gov/nuccore/KP966554.1	Brankovics B, Kulik T, Sawicki J, et al. First steps towards mitochondrial pan-genomics: detailed analysis of Fusarium graminearum mitogenomes. PeerJ. 2018,6:e5963.	https://doi.org/10.7717/peerj.5963	 --
Fusarium graminearum	CBS 119799	NeFgCBS119799	KP966553.1	96005	31.81	Y	https://www.ncbi.nlm.nih.gov/nuccore/KP966553.1	Brankovics B, Kulik T, Sawicki J, et al. First steps towards mitochondrial pan-genomics: detailed analysis of Fusarium graminearum mitogenomes. PeerJ. 2018,6:e5963.	https://doi.org/10.7717/peerj.5963	 --
Fusarium graminearum	CBS 119173	NeFgCBS119173	KP966552.1	100342	31.72	Y	https://www.ncbi.nlm.nih.gov/nuccore/KP966552.1	Brankovics B, Kulik T, Sawicki J, et al. First steps towards mitochondrial pan-genomics: detailed analysis of Fusarium graminearum mitogenomes. PeerJ. 2018,6:e5963.	https://doi.org/10.7717/peerj.5963	 --
Fusarium graminearum	CBS 110263	NeFgCBS110263	KP966551.1	97364	31.8	Y	https://www.ncbi.nlm.nih.gov/nuccore/KP966551.1	Brankovics B, Kulik T, Sawicki J, et al. First steps towards mitochondrial pan-genomics: detailed analysis of Fusarium graminearum mitogenomes. PeerJ. 2018,6:e5963.	https://doi.org/10.7717/peerj.5963	 --
Fusarium graminearum	CBS 185.32 	NeFgCBS185.32	KP966550.1	96300	31.79	Y	https://www.ncbi.nlm.nih.gov/nuccore/KP966550.1	Brankovics B, Kulik T, Sawicki J, et al. First steps towards mitochondrial pan-genomics: detailed analysis of Fusarium graminearum mitogenomes. PeerJ. 2018,6:e5963.	https://doi.org/10.7717/peerj.5963	 --
Fusarium graminearum	YL-1	NeFgYL-1	BK010547.1	97996	31.84	Y	https://www.ncbi.nlm.nih.gov/nuccore/BK010547.1	Brankovics B, Zhang H, van Diepeningen AD, et al. GRAbB: Selective Assembly of Genomic Regions, a New Niche for Genomic Research. PLoS Comput Biol. 2016,12(6):e1004753.	https://doi.org/10.1371/journal.pcbi.1004753	 --
Fusarium graminearum	INRA-164	NeFgINRA-164	BK010543.1	99678	31.75	Y	https://www.ncbi.nlm.nih.gov/nuccore/BK010543.1	Brankovics B, Zhang H, van Diepeningen AD, et al. GRAbB: Selective Assembly of Genomic Regions, a New Niche for Genomic Research. PLoS Comput Biol. 2016,12(6):e1004753.	https://doi.org/10.1371/journal.pcbi.1004753	 --
Fusarium graminearum	INRA-159	NeFgINRA-159	BK010542.1	96199	31.84	Y	https://www.ncbi.nlm.nih.gov/nuccore/BK010542.1	Brankovics B, Zhang H, van Diepeningen AD, et al. GRAbB: Selective Assembly of Genomic Regions, a New Niche for Genomic Research. PLoS Comput Biol. 2016,12(6):e1004753.	https://doi.org/10.1371/journal.pcbi.1004753	 --
Fusarium graminearum	INRA-156	NeFgINRA-156	BK010541.1	101424	31.89	Y	https://www.ncbi.nlm.nih.gov/nuccore/BK010541.1	Brankovics B, Zhang H, van Diepeningen AD, et al. GRAbB: Selective Assembly of Genomic Regions, a New Niche for Genomic Research. PLoS Comput Biol. 2016,12(6):e1004753.	https://doi.org/10.1371/journal.pcbi.1004753	 --
Fusarium graminearum	HN-Z6	NeFgHN-Z6	BK010540.1	97767	31.78	Y	https://www.ncbi.nlm.nih.gov/nuccore/BK010540.1	Brankovics B, Zhang H, van Diepeningen AD, et al. GRAbB: Selective Assembly of Genomic Regions, a New Niche for Genomic Research. PLoS Comput Biol. 2016,12(6):e1004753.	https://doi.org/10.1371/journal.pcbi.1004753	 --
Fusarium graminearum	HN9-1	NeFgHN9-1	BK010539.1	96307	31.8	Y	https://www.ncbi.nlm.nih.gov/nuccore/BK010539.1	Brankovics B, Zhang H, van Diepeningen AD, et al. GRAbB: Selective Assembly of Genomic Regions, a New Niche for Genomic Research. PLoS Comput Biol. 2016,12(6):e1004753.	https://doi.org/10.1371/journal.pcbi.1004753	 --
Fusarium graminearum	CS3005	NeFgCS3005	BK010538.1	93560	31.97	Y	https://www.ncbi.nlm.nih.gov/nuccore/BK010538.1	Brankovics B, Zhang H, van Diepeningen AD, et al. GRAbB: Selective Assembly of Genomic Regions, a New Niche for Genomic Research. PLoS Comput Biol. 2016,12(6):e1004753.	https://doi.org/10.1371/journal.pcbi.1004753	 --
Fusarium graminearum	INRA-195	NeFgINRA-195	BK010546.1	97358	31.79	Y	https://www.ncbi.nlm.nih.gov/nuccore/BK010546.1	Brankovics B, Zhang H, van Diepeningen AD, et al. GRAbB: Selective Assembly of Genomic Regions, a New Niche for Genomic Research. PLoS Comput Biol. 2016,12(6):e1004753.	https://doi.org/10.1371/journal.pcbi.1004753	 --
Fusarium graminearum	INRA-181	NeFgINRA-181	BK010545.1	96187	31.84	Y	https://www.ncbi.nlm.nih.gov/nuccore/BK010545.1	Brankovics B, Zhang H, van Diepeningen AD, et al. GRAbB: Selective Assembly of Genomic Regions, a New Niche for Genomic Research. PLoS Comput Biol. 2016,12(6):e1004753.	https://doi.org/10.1371/journal.pcbi.1004753	 --
Fusarium graminearum	INRA-171	NeFgINRA-171	BK010544.1	96199	31.85	Y	https://www.ncbi.nlm.nih.gov/nuccore/BK010544.1	Brankovics B, Zhang H, van Diepeningen AD, et al. GRAbB: Selective Assembly of Genomic Regions, a New Niche for Genomic Research. PLoS Comput Biol. 2016,12(6):e1004753.	https://doi.org/10.1371/journal.pcbi.1004753	 --
Fusarium graminearum	CBS:123657 strain PH-1	NeFgCBS123657	MH412632.1	95638	31.84	Y	https://www.ncbi.nlm.nih.gov/nuccore/MH412632.1	Brankovics B, Kulik T, Sawicki J, et al. First steps towards mitochondrial pan-genomics: detailed analysis of Fusarium graminearum mitogenomes. PeerJ. 2018,6:e5963.	https://doi.org/10.7717/peerj.5963	 --
Fusarium guttiforme	CBS 409.97	NeFgCBS409.97	MT010931.1	64864	31.67	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT010931.1	Brankovics B, van Diepeningen AD, de Hoog GS, et al. Detecting Introgression Between Members of the Fusarium fujikuroi and F. oxysporum Species Complexes by Comparative Mitogenomics. Front. Microbiol. 2020,11:1092.	https://doi.org/10.3389/fmicb.2020.01092	 --
Fusarium lactis	CBS 411.97	NeFlCBS411.97	MT010921.1	59254	32.08	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT010921.1	Brankovics B, van Diepeningen AD, de Hoog GS, et al. Detecting Introgression Between Members of the Fusarium fujikuroi and F. oxysporum Species Complexes by Comparative Mitogenomics. Front. Microbiol. 2020,11:1092.	https://doi.org/10.3389/fmicb.2020.01092	 --
Fusarium louisianense	CBS127524	NeFlCBS127524	NC_063722.1	97807	31.73	Y	https://www.ncbi.nlm.nih.gov/nuccore/NC_063722.1	Wyrębek J, Molcan T, Myszczyński K, et al. Uncovering Diagnostic Value of Mitogenome for Identification of Cryptic Species Fusarium graminearum Sensu Stricto. Front Microbiol. 2021,12:714651.	https://doi.org/10.3389/fmicb.2021.714651	 --
